baseMean log2FoldChange lfcSE stat pvalue padj
XLOC_000084 1.81145523510605 -1.27589423617215 1.6382228249194 -0.778828262409858 0.436080886818226 NA
XLOC_000085 13.8331534788069 -1.02321252670554 0.690616108798308 -1.48159377354513 0.138448416769911 0.999604262958633
XLOC_000086 1.27455986126287 -0.269381601242093 3.12759327786828 -0.0861306369815772 0.931362569322909 NA
XLOC_000087 42.6854627017712 0.165004608870162 0.519604759230124 0.317557924439804 0.750820294609459 0.999604262958633
XLOC_000088 15.0322785159471 0.778615968938581 0.607192866920305 1.28232067825127 0.199730177030804 0.999604262958633
XLOC_000089 11.6600442165836 1.38624467672294 0.990468444473134 1.39958489789176 0.161637658963568 0.999604262958633
XLOC_000090 8.50214290564464 -1.13611740810863 1.04159996345307 -1.09074255757673 0.275386178681702 NA
XLOC_000091 0.151941370347333 -0.269248988489195 6.11969039501391 -0.043997158534126 0.964906668837242 NA
XLOC_000092 37.6793293726884 0.151274345562793 0.457744574528917 0.330477637486966 0.741039087042369 0.999604262958633
XLOC_000093 8.64691341568711 0.433389659599941 0.800685200499584 0.541273473431917 0.588319101441854 NA
XLOC_000094 103.376882823884 -0.319747286568729 0.261742166141657 -1.22161167717883 0.221854510655255 0.999604262958633
XLOC_000095 28450.9576760389 0.158090433346677 0.260934706901138 0.60586203814801 0.544606369556547 0.999604262958633
XLOC_000096 5.55867618597643 -1.87641478250874 1.4171813120312 -1.32404708316351 0.185487408259983 NA
XLOC_000097 31.9533570573683 -0.34172500838454 0.425017651020553 -0.804025450623026 0.421382276727404 0.999604262958633
XLOC_000098 483.082171727321 -0.181863464665693 0.184426206059958 -0.98610424489548 0.32408196082944 0.999604262958633
XLOC_000099 132.521191637085 0.0308643634259124 0.258119591717398 0.119573889066523 0.904820704796302 0.999604262958633
XLOC_000100 14.4065824078512 -0.300907647816662 0.607962922067062 -0.494944077828927 0.620639595641188 0.999604262958633
XLOC_000101 263.080864451538 -0.0586248470346419 0.215302465140966 -0.272290644681 0.78539854902707 0.999604262958633
XLOC_000102 22.5593925837051 0.486248132055319 0.492428231432095 0.987449746009073 0.323422207498735 0.999604262958633
XLOC_000103 326.698522156253 0.0183001875194151 0.145629704202053 0.125662464396856 0.899999115343084 0.999604262958633
XLOC_000104 44.0316124048823 0.0260896472758033 0.44693021481667 0.0583752147670419 0.953449756848492 0.999604262958633
XLOC_000105 20.5032572249681 0.0138951962050258 0.524833130170714 0.0264754555424238 0.978878110375161 0.999604262958633
XLOC_000106 4.87715072155789 0.529938622775966 1.03187827874113 0.513566991082012 0.607554762720703 NA
XLOC_000107 124.835138232584 0.14266954729424 0.819065576370667 0.17418574459742 0.861719488441345 0.999604262958633
XLOC_000108 477.382314920443 0.0321413210786539 0.135518752094102 0.237172498875546 0.812522970417393 0.999604262958633
XLOC_000109 5.24296533948127 -0.768824920958058 1.14966993929663 -0.668735342796236 0.503664318057712 NA
XLOC_000110 45.051234403368 -0.455886230517941 0.490404967877264 -0.929611770637768 0.352572130836609 0.999604262958633
XLOC_000111 171.249192203456 1.8912239775716 0.332362679361867 5.69024169982842 1.26859676444963e-08 8.89286331879193e-06
XLOC_000112 3665.68990618575 0.31162948378582 0.222375113058351 1.40136852321262 0.161103899905228 0.999604262958633
XLOC_000113 174.227504168466 -0.184375603080497 0.273421569845568 -0.674327205365088 0.500103311541314 0.999604262958633
XLOC_000114 723.995860457049 -0.112519132628999 0.210999106935834 -0.533268288491936 0.593847876029724 0.999604262958633
XLOC_000115 25.7895174753609 0.0942364114927712 0.428009542782234 0.220173622485603 0.82573593878966 0.999604262958633
XLOC_000116 5.75650502500715 -0.990453261870312 1.15274668783126 -0.859211544327848 0.390223815386185 NA
XLOC_000117 288.627435216017 0.128561290688753 0.205084997918608 0.626868332610924 0.530745546791093 0.999604262958633
XLOC_000118 16.7136527534365 0.300761602211363 0.567331553305179 0.530133747116965 0.59601920246009 0.999604262958633
XLOC_000119 120.01490161371 -0.290320263738818 0.268170291331 -1.0825966675797 0.278987487100612 0.999604262958633
XLOC_000120 9.07161056078837 -0.215201676303858 0.779213560242212 -0.276178043201615 0.78241132062856 NA
XLOC_000121 1.24485401365204 1.35725642555024 5.99589774388733 0.226364171559451 0.820918191670612 NA
XLOC_000122 4.44200926309504 -0.530481080677443 1.05416883979222 -0.503222122162141 0.614808112991844 NA
XLOC_000123 524.658214070722 -0.158889211778119 0.145484176088981 -1.09214085029384 0.274771196404376 0.999604262958633
XLOC_000124 0.443978353262458 1.23387619005746 4.44433385955915 0.27762905061769 0.781297129313153 NA
XLOC_000125 3.79389374039972 -0.269385017825542 2.30614806419949 -0.116811674847534 0.907009291901949 NA
XLOC_000126 7.60391936117727 -0.269396475082092 2.18380967205834 -0.123360784838073 0.901821408997086 NA
XLOC_000127 6.0760148790476 -0.269384388661025 2.25457917488725 -0.119483224036475 0.904892530100177 NA
XLOC_000128 208.973790924531 0.0946105145266244 0.240111076775442 0.394028113143263 0.693560283505893 0.999604262958633
XLOC_000129 15.2440304651936 0.493504503575411 0.676981969664171 0.728977322424441 0.466015534490121 0.999604262958633
XLOC_000130 46.4766079708124 2.16730651679007 1.78916940406532 1.2113478532919 0.225762115883256 0.999604262958633
XLOC_000131 4.42126438417612 1.30628794847008 1.211342861403 1.07838002772982 0.280864196274247 NA
XLOC_000132 5.39909194699945 0.335914341604154 1.02612677920993 0.327361441500233 0.743394526409183 NA
XLOC_000133 32.4539323593989 0.0223414005795179 0.388132664100271 0.0575612481142431 0.954098117991134 0.999604262958633
XLOC_000134 106.463253581778 0.275964337771272 0.255129574046648 1.08166345984184 0.279402095205304 0.999604262958633
XLOC_000135 652.583502251824 -0.153513139811141 0.143489006595978 -1.0698599387714 0.284682357778086 0.999604262958633
XLOC_000136 4.011035692757 -0.269399674252998 2.4006625451035 -0.112218885075071 0.910649855623842 NA
XLOC_000137 6.75764095794378 1.38193672567015 0.858131522419294 1.61040200664592 0.107310122810919 NA
XLOC_000138 10.4734756190171 0.113797555183128 0.870186893023993 0.130773694818212 0.895954332754241 NA
XLOC_000139 3.87746300024895 -0.925696405287338 1.34063038586311 -0.690493379121319 0.489883972138412 NA
XLOC_000140 58.8933366028377 -0.394843741997263 0.346811370367859 -1.13849710745774 0.254912966016507 0.999604262958633
XLOC_000141 35.0698497206189 -0.518425364353 0.708762817456005 -0.731451130878745 0.464503643819401 0.999604262958633
XLOC_000142 4.00781526030956 0.577278178349676 1.22623049810851 0.470774604970387 0.63780170132298 NA
XLOC_000143 2.53962834761032 -2.5946746404491 1.92056750185245 -1.35099372344187 0.176697443295557 NA
XLOC_000144 23.1780857073052 -0.997260785753009 0.809644429822025 -1.23172685319681 0.2180511352838 0.999604262958633
XLOC_000145 259.774579625198 -0.573405872516815 0.229096414622761 -2.50290199198887 0.0123179649664848 0.59480821499343
XLOC_000146 642.317655650341 -0.142501868569962 0.263844119426734 -0.540098710100425 0.589128960206664 0.999604262958633
XLOC_000147 155.79202292364 0.1100616379856 0.484551594403245 0.227141215211865 0.820313936388579 0.999604262958633
XLOC_000148 27.7609845559755 -0.852972567107508 1.0198181492138 -0.836396731873311 0.402931750541027 0.999604262958633
XLOC_000149 1.94398799752711 -2.62943829709042 2.10389395149391 -1.24979602475844 0.211374068615726 NA
XLOC_000150 143.238255819346 0.144643490855454 0.420638534104625 0.343866477100924 0.730946703602527 0.999604262958633
XLOC_000151 3.41696921583968 -2.71178672543255 2.12617292278531 -1.27543093808197 0.202156754003372 NA
XLOC_000152 10.1776075954428 -0.282615922786021 0.864952770551082 -0.326741450410015 0.743863446520794 NA
XLOC_000153 6.63100337035402 0.451252764212864 0.820000376222239 0.550307996554582 0.582108140420264 NA
XLOC_000154 3.56095654212386 -4.29729511271098 1.92430365822773 -2.23316891507069 0.0255378073839023 NA
XLOC_000155 3.47326310300622 0.328873627229853 1.67122016595424 0.196786535927222 0.843994587872262 NA
XLOC_000156 3.24341666018985 -3.08027284776519 1.79644060852141 -1.71465331676089 0.0864088073088143 NA
XLOC_000157 5.03785943158888 -1.85589400377572 1.37462869162229 -1.35010567950933 0.176982086830178 NA
XLOC_000158 51.5660204662131 -0.189766459048201 0.380722608874217 -0.498437588482947 0.618175648677189 0.999604262958633
XLOC_000159 0.305848065103029 2.08714344017313 6.03957175176431 0.345578051881481 0.729659842896789 NA
XLOC_000160 1706.43446411006 -0.0961381926629321 0.134003522968257 -0.717430337153937 0.473108606221425 0.999604262958633
XLOC_000161 22.4451285801101 -0.08568868253305 0.457430881108365 -0.187325967860815 0.851405063942725 0.999604262958633
XLOC_000162 520.339710196204 -0.172840451620313 0.205277021248878 -0.841986358574254 0.399795589220428 0.999604262958633
XLOC_000163 21.0425115415199 -0.968212355274295 0.891506480993543 -1.08604073656903 0.277460969858241 0.999604262958633
XLOC_000164 88955.156371716 -0.471221900623302 0.387257769494412 -1.21681716350975 0.223673788239438 0.999604262958633
XLOC_000165 0.632996045375097 1.14656442987454 5.27656602939417 0.21729367613091 0.827979485083259 NA
XLOC_000166 11.8150770509867 -0.0991586676948597 0.690766039701008 -0.143548845768069 0.885856737315393 0.999604262958633
XLOC_000167 44.3764666670992 1.17267385942407 2.04235309635212 0.574177825332264 0.565847473268003 0.999604262958633
XLOC_000168 23.0777800812875 -0.369309852626274 0.523106781597031 -0.705993241951062 0.480192340151931 0.999604262958633
XLOC_000169 28.2792034126046 -1.26494302038931 1.78501517678239 -0.708645526851743 0.478544476586192 0.999604262958633
XLOC_000170 21.8356732290322 1.50938762810699 0.536687460607281 2.8124145594888 0.00491710848361443 0.35127572453643
XLOC_000171 31.3450279870072 0.17760002750466 0.454147740155504 0.39106222887699 0.695751238906078 0.999604262958633
XLOC_000172 11.2483386797239 0.41262896707124 0.686356031032801 0.601187938059395 0.547714817390331 0.999604262958633
XLOC_000173 7.10653026803352 -0.271914472042544 2.15461755511659 -0.126200805983793 0.89957297338498 NA
XLOC_000174 4.35467629744981 -0.633390342492156 1.17485977334902 -0.539119950193402 0.589804090617766 NA
XLOC_000175 2.0658233799405 -0.269392092197192 3.27558701503216 -0.0822423861619035 0.934453968304391 NA
XLOC_000176 1.87739869700859 1.04285733439983 1.81068484886898 0.57594635259208 0.564651443552827 NA
XLOC_000177 13.0207786374831 0.385763956300208 0.723172828430972 0.533432591953404 0.593734161362325 0.999604262958633
XLOC_000178 1.50346246922966 -3.71252725935623 2.33962167054346 -1.58680666455525 0.112556438952211 NA
XLOC_000179 38.9774827027028 0.295599938092785 0.68799202024419 0.429656056167435 0.667445853787565 0.999604262958633
XLOC_000180 254.471442293735 0.223917673355254 0.243847204815941 0.918270412507991 0.358477313296505 0.999604262958633
XLOC_000181 45.1013815908735 0.130025432586125 0.3550722684992 0.366194276831893 0.714220112475769 0.999604262958633
XLOC_000182 3.3491708362701 1.08255139462684 1.57936917559517 0.685432773638178 0.493070868847809 NA
XLOC_000183 8.21868447004177 -0.948453670338435 1.0037397456911 -0.94491991017592 0.344699765913721 NA
XLOC_000184 289.459072010386 0.247019717809254 0.222411156636256 1.11064445482492 0.266721419705002 0.999604262958633
XLOC_000185 2.6544769328822 -0.593852687280738 1.74722465056283 -0.339883418591559 0.733944324133066 NA
XLOC_000186 5.19682739989624 -0.486631523920439 1.07115161159714 -0.454306858760028 0.649607980148116 NA
XLOC_000187 1143.37090272682 -0.115306195278692 0.117834616924536 -0.978542624299758 0.327806020678727 0.999604262958633
XLOC_000188 421.952699080976 -0.00997245481683665 0.259190244570993 -0.038475425004297 0.969308624977609 0.999604262958633
XLOC_000189 26.8016424111091 0.415549721170437 0.466226664167884 0.891304065399402 0.372766068281535 0.999604262958633
XLOC_000190 0.0774799043958476 -0.269459619255192 6.11969039522824 -0.0440315770656143 0.964879233410079 NA
XLOC_000191 948.571044958729 -0.233910524584324 0.122446515255811 -1.91030772983327 0.0560936031062175 0.999604262958633
XLOC_000192 125.364057669022 0.392414171213598 0.281473057072105 1.3941447017896 0.163273912654981 0.999604262958633
XLOC_000193 701.904065715625 0.0593540942591073 0.141214689688653 0.420311048305031 0.674258239871705 0.999604262958633
XLOC_000194 226.398168222164 0.398440811847798 0.357007499591323 1.11605726015253 0.264397625281201 0.999604262958633
XLOC_000195 406.934108312332 -0.106483884237173 0.139048725309068 -0.765802663781983 0.443793728988008 0.999604262958633
XLOC_000196 1177.92211422011 -0.0501642596209685 0.173549511797358 -0.289048693375421 0.77254411518103 0.999604262958633
XLOC_000197 184.235397618451 -0.17442976827326 0.185848839463322 -0.938557210133584 0.347958130865103 0.999604262958633
XLOC_000198 36.5637351057143 -0.00865462746474704 0.378607023296492 -0.0228591307931694 0.981762640771779 0.999604262958633
XLOC_000199 30.1515591123857 -0.135575276296102 0.599009352743863 -0.226332486588192 0.820942833227941 0.999604262958633
XLOC_000200 5.48477910622489 1.35396332404825 1.21592724625364 1.11352330348704 0.265483745600481 NA
XLOC_000201 34.5929710202337 0.0245544437438144 0.489999503928889 0.0501111604132927 0.960033806189279 0.999604262958633
XLOC_000202 802.833810848815 0.00257273047575981 0.189220906522187 0.0135964388029086 0.989151945632535 0.999604262958633
XLOC_000203 420.960076477259 0.0945588588076458 0.570031037439392 0.16588370210929 0.868248473621952 0.999604262958633
XLOC_000204 5.27247694815007 1.4216198977735 0.956022761880342 1.48701469719968 0.137010929258598 NA
XLOC_000205 61.3901504688411 -0.00489094835346979 0.355740312149629 -0.0137486480627267 0.98903051156511 0.999604262958633
XLOC_000206 4.72444778023846 -0.405347932754069 1.13844933527029 -0.35605267638707 0.721801116580741 NA
XLOC_000207 15.3492501663594 0.278700844410455 0.597438033670954 0.466493307595399 0.640862436825924 0.999604262958633
XLOC_000208 24.1129864091622 0.338040880115454 0.444186123405751 0.761034310400245 0.446636574243587 0.999604262958633
XLOC_000209 14.1932400012018 -1.02203008518769 0.904588843153991 -1.1298283114174 0.25854857610536 0.999604262958633
XLOC_000210 438.306287175354 -0.981895877572608 0.570835372493175 -1.7201034219097 0.0854136438447921 0.999604262958633
XLOC_000211 11.390917225393 0.0624226386367567 0.737460117285692 0.0846454434261618 0.932543270053278 0.999604262958633
XLOC_000212 34.0708060379551 0.659175539858005 0.692260787746765 0.952206959466173 0.34099203219139 0.999604262958633
XLOC_000213 11.0721408592062 0.348945350796168 0.896039521698595 0.389430758740064 0.696957522138156 0.999604262958633
XLOC_000214 22.4455725022765 -0.56563865547552 0.604460390585651 -0.93577455906992 0.349389272903479 0.999604262958633
XLOC_000215 130.312384887981 -0.24218764722865 0.246158669036493 -0.983868039978498 0.325180399725371 0.999604262958633
XLOC_000216 8.35674811587174 0.403322079140169 0.897867168518145 0.449200163767898 0.653287269370497 NA
XLOC_000217 68.745264108298 0.102523967674707 0.53900303476942 0.190210371855449 0.849144283927893 0.999604262958633
XLOC_000218 590.635574610918 0.0502852090399027 0.294802911881184 0.170572294279676 0.864560084582169 0.999604262958633
XLOC_000219 3.37903869943947 1.15044442537361 1.14366751610155 1.00592559391313 0.314451363545078 NA
XLOC_000220 326.092858929909 -0.053336033307951 0.166981260225262 -0.31941328767072 0.749413136047928 0.999604262958633
XLOC_000221 599.560457776129 0.0853769562914675 0.143880989906153 0.593385938942699 0.552922896893123 0.999604262958633
XLOC_000222 78.9269200180878 -0.157843079018066 0.293470218122515 -0.537850416399567 0.590680322247902 0.999604262958633
XLOC_000223 263.299115374266 -0.0392669856523033 0.166957463664554 -0.235191555923474 0.814060059601549 0.999604262958633
XLOC_000224 390.356151293271 -0.147921254762721 0.234239985392622 -0.631494467158468 0.527717265765886 0.999604262958633
XLOC_000225 1.17087247400052 -0.663465113128493 2.0043343153863 -0.331015194439068 0.74063300843601 NA
XLOC_000226 537.250001040897 0.267058464806274 0.132800217911545 2.01097911589388 0.0443276626658842 0.999604262958633
XLOC_000227 11.9536959125416 1.72762231249125 1.67819381621673 1.02945338958878 0.303266671783789 0.999604262958633
XLOC_000228 15.2836744806151 0.179957184108525 0.584472231979578 0.307896892721523 0.75816079026488 0.999604262958633
XLOC_000229 14.3741921289286 1.8530091726036 1.06012807869876 1.74791066271732 0.0804794982071299 0.999604262958633
XLOC_000230 1.63650727264404 -0.528998530846342 5.79556902952341 -0.0912763747876268 0.927272989801272 NA
XLOC_000231 6.64437152567718 -0.755908500419362 0.878685982988663 -0.860271490673267 0.389639404408066 NA
XLOC_000232 3.4531510510353 2.47871137774098 1.50243618654015 1.64979477993606 0.0989849168029289 NA
XLOC_000233 0.30706455966111 1.2469836583762 6.11041557445318 0.204075098196213 0.838294813595135 NA
XLOC_000234 5.84452528726557 -0.0827100579354933 0.972538653323717 -0.0850455225124739 0.932225200046361 NA
XLOC_000235 7.11958192410263 0.47441652176655 0.909774013296222 0.521466336511065 0.602041950410873 NA
XLOC_000236 6.33023852732448 -0.429329316279957 1.00885039163879 -0.425562917790564 0.670426365929209 NA
XLOC_000237 6.51423127287788 1.10860513204395 1.02923127356741 1.077119555648 0.281426857630887 NA
XLOC_000238 141.689847243855 0.26806853140906 0.212089469947987 1.26394078628609 0.206251281081765 0.999604262958633
XLOC_000239 8.13915600593268 -0.649057664614719 0.823680486817275 -0.787996893216077 0.430698523136778 NA
XLOC_000240 6.21487355874079 -0.705600883035584 0.967635516558493 -0.729201099960794 0.465878658473964 NA
XLOC_000241 1316.39466470065 0.0367111952968832 0.137018660619507 0.267928434936524 0.788754405705698 0.999604262958633
XLOC_000242 5.13432615851375 -0.494991797391405 1.3178211235857 -0.375613798058241 0.707204031345933 NA
XLOC_000243 5.22165325191763 -0.0545942265624594 1.27324752259063 -0.0428779366099835 0.96579883660672 NA
XLOC_000244 0.107706266474359 -0.269409239880716 6.11969039511449 -0.0440233447260327 0.964885795503609 NA
XLOC_000245 208.108832122481 0.0235694323906121 0.18745665919278 0.125732702653008 0.899943514307431 0.999604262958633
XLOC_000246 1.96129640122283 1.19921781982534 2.72212477222256 0.440544765641365 0.659542597341039 NA
XLOC_000247 2.51774018190894 0.280026509726594 1.71384734854242 0.163390578492739 0.870210920477197 NA
XLOC_000248 8.4882592102711 -0.295629683700885 0.893738423853748 -0.330778755629804 0.740811608974068 NA
XLOC_000249 5.20344765907382 0.833452015013539 1.24916185246297 0.667208987666588 0.504638651015398 NA
XLOC_000250 17.8815662727271 -0.635195214331668 0.824711799533983 -0.770202651023782 0.441179691603036 0.999604262958633
XLOC_000251 2.77104318294906 1.05455401246869 1.28992420403413 0.81753176595234 0.413624603515529 NA
XLOC_000252 2.65912423104409 -1.59940971548826 1.69194580565215 -0.945307887608005 0.344501712714222 NA
XLOC_000253 12.8729717712481 0.730396534881822 0.582945141032789 1.25294214407173 0.210226762923351 0.999604262958633
XLOC_000254 13.0221521921424 -0.250855828829671 0.789674498436295 -0.317669912510045 0.7507353362119 0.999604262958633
XLOC_000255 1.12211053523587 -0.269382987655608 2.73217958587274 -0.0985963693779518 0.921458752792683 NA
XLOC_000256 4.21371388274917 1.84461365959451 1.19687940741724 1.54118589405345 0.123271549596656 NA
